,published_year,type,crossref_dois,openalex_ids,openalex_has_openalex_type,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_countrycode,openalex_has_affiliations_sourceid,openalex_has_affiliations_ror,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_sourceid,openalex_has_authors_orcid,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_references,openalex_has_venue,openalex_has_venue_issnl,openalex_has_venue_sourceid,openalex_has_venue_issn,openalex_has_venue_string,openalex_abstract_adds_presence,openalex_abstract_adds_counts,openalex_affiliations_adds_presence,openalex_affiliations_adds_counts,openalex_affiliations_countrycode_adds_presence,openalex_affiliations_countrycode_adds_counts,openalex_affiliations_sourceid_adds_presence,openalex_affiliations_sourceid_adds_counts,openalex_affiliations_ror_adds_presence,openalex_affiliations_ror_adds_counts,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_counts,openalex_authors_adds_presence,openalex_authors_adds_counts,openalex_authors_sourceid_adds_presence,openalex_authors_sourceid_adds_counts,openalex_authors_orcid_adds_presence,openalex_authors_orcid_adds_counts,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_counts,openalex_authors_string_adds_presence,openalex_authors_string_adds_counts,openalex_citations_adds_presence,openalex_citations_adds_counts,openalex_fields_adds_presence,openalex_fields_adds_counts,openalex_references_adds_presence,openalex_references_adds_counts,openalex_venue_adds_presence,openalex_venue_adds_counts,openalex_venue_issnl_adds_presence,openalex_venue_issnl_adds_counts,openalex_venue_sourceid_adds_presence,openalex_venue_sourceid_adds_counts,openalex_venue_issn_adds_presence,openalex_venue_issn_adds_counts,openalex_venue_string_adds_presence,openalex_venue_string_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
394,2011,reference-book,101781,101777,101777,288,74,57,57,55,74,1636,1636,160,1636,1636,1112,101767,52,101521,25,101521,25,101521,288,0,74,74,57,57,57,57,55,55,74,74,310,314,310,314,160,160,309,314,310,314,27,250,101767,0,52,52,478,478,14,14,478,478,22,23,478,478,101781,101781,3,0,0,0,1329,0,1333,1329,4150,0,0,101047,7,101047
395,2011,reference-entry,94268,93115,93115,4286,3161,2937,2950,2878,3161,18568,18568,1759,18569,18568,3306,93109,5515,3512,542,3512,542,90099,3720,0,2259,2298,2071,2107,2078,2114,2878,2878,2259,2298,5403,5439,5403,5439,1759,1759,5403,5439,5403,5439,379,1097,93109,0,57,59,0,0,0,0,0,0,542,542,0,0,94268,94268,583,902,0,902,14302,0,14303,14302,4675,0,8618,94268,0,94268
396,2011,report,11867,11840,11840,7589,2551,2295,2295,2267,2551,11135,11171,2692,11171,11135,4184,11839,2849,1907,231,1907,231,1907,7375,0,1401,1424,1317,1337,1317,1337,2175,2177,1401,1424,178,355,214,355,2482,2549,76,355,178,355,748,2346,11839,0,2798,2798,1907,1907,231,231,1907,1907,231,231,1907,1907,11867,11867,229,1498,92,1498,10991,309,11458,10991,3681,0,137,0,0,0
397,2011,report-component,16,15,9,1,0,0,0,0,0,15,15,13,15,15,14,15,2,15,15,15,15,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,1,1,1,1,3,9,15,0,2,2,0,0,0,0,0,0,0,15,0,0,16,16,0,0,0,0,15,12,15,15,11,0,0,16,16,16
398,2011,report-series,744,743,743,492,375,360,360,355,375,609,610,157,610,609,462,743,226,733,733,733,733,743,470,0,352,356,337,341,337,341,353,353,352,356,373,381,374,381,149,149,373,381,373,381,69,305,743,0,226,226,0,0,0,0,0,0,0,193,0,0,744,744,22,34,2,34,237,8,241,237,441,0,0,744,744,744
399,2011,standard,68,68,68,0,0,0,0,0,0,0,7,0,7,0,7,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,55,0,7,0,4,0,0,0
400,2010,,84,84,0,0,0,0,0,0,0,18,18,0,18,18,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,18,0,18,18,7,0,0,0,0,0
401,2010,book,23688,23610,23608,7903,2637,2090,2100,2022,2637,19322,19398,4563,19398,19322,16062,23601,1645,19763,4087,19763,4087,19764,6576,0,2542,2546,2013,2015,2023,2025,2022,2022,2542,2546,6904,7208,6980,7208,4530,4534,6784,7208,6904,7208,1241,8029,23601,0,1550,1551,14130,14130,226,226,14130,14130,227,1808,14130,14130,23688,23688,1605,255,0,255,12491,38,13476,12491,15604,0,101,5727,4657,5727
402,2010,book-chapter,513720,511630,511616,123446,116886,102779,103090,99875,116886,381563,381911,88577,381911,381563,116338,511582,159454,411068,92181,411068,92181,425657,115495,0,111694,111750,98062,98097,98340,98375,99875,99875,111694,111750,81197,85310,81545,85310,88406,88430,80995,85310,81197,85310,15613,61484,511582,0,11207,13113,0,0,0,0,0,0,2339,45571,0,0,513720,513720,8187,8172,0,8172,304351,309,308762,304351,108094,0,171814,513720,100424,513720
403,2010,book-part,536,536,536,12,10,8,8,8,10,84,84,30,84,84,78,536,43,535,1,535,1,535,12,0,10,10,8,8,8,8,8,8,10,10,84,84,84,84,30,30,84,84,84,84,6,16,536,0,1,1,0,0,0,0,0,0,1,1,0,0,536,536,0,0,0,0,0,0,0,0,93,0,67,536,0,536
404,2010,book-section,230,193,0,0,0,0,0,0,0,9,9,4,9,9,0,193,107,193,0,193,0,193,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,4,4,8,8,8,8,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,0,0,0,0,1,0,1,1,0,0,141,230,0,230
405,2010,component,14607,7999,7999,210,58,28,28,27,58,6156,6225,1522,6225,6156,234,7999,45,2305,1854,2305,1854,2374,210,0,7,13,5,8,5,8,27,27,7,13,278,211,347,211,1522,1522,0,211,278,211,63,70,7999,0,45,45,2305,2305,1854,1854,2305,2305,1854,1854,2374,2374,14607,14607,0,95,0,95,7960,2,14602,7960,557,0,0,0,0,0
406,2010,dataset,52175,52095,52095,923,14842,13732,13752,13502,14842,36599,36703,5253,36703,36599,1970,52090,239,3189,114,3189,114,50404,923,0,190,190,159,159,159,159,13502,13502,190,190,184,199,288,199,1961,1962,138,199,184,199,200,380,52090,0,239,239,0,0,0,0,0,0,114,114,0,0,52175,52175,0,14829,0,14829,36422,3314,46247,36422,2403,0,6,52175,0,52175
407,2010,edited-book,400,322,251,81,10,5,5,4,10,244,244,55,244,244,184,322,12,277,24,277,24,277,56,0,9,9,4,4,4,4,4,4,9,9,80,89,80,89,55,55,80,89,80,89,14,96,322,0,11,11,275,275,23,23,275,275,23,24,275,275,400,400,61,37,0,37,252,0,252,252,214,0,11,9,7,9
408,2010,grant,1502,1207,1207,129,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2010,journal-article,2575430,2566943,2566568,1661767,1843865,1666846,1671194,1625814,1843865,2391908,2392224,1368586,2392240,2391908,1600512,2566058,1753292,2562192,2561003,2562192,2561003,2566083,1371569,1166,1529615,1534580,1380420,1383540,1384145,1387294,1625810,1625810,1529615,1534580,20580,37621,20834,37624,1364548,1366209,19502,37634,20580,37621,75538,1038788,265202,2114827,171444,206105,0,0,0,0,0,0,174,1274792,0,0,2575430,2575430,305921,347962,62,347962,2382699,4388,2386849,2382699,1548591,2305899,1658023,2575430,2573832,2575430
410,2010,journal-issue,21660,21488,21488,799,175,167,167,165,175,333,333,180,333,333,3859,21478,139,21399,21399,21399,21399,21488,799,0,175,175,167,167,167,167,165,165,175,175,296,296,296,296,180,180,296,296,296,296,73,278,3574,1755,138,138,0,0,0,0,0,0,1,7997,0,0,21660,21660,0,0,0,0,37,0,37,37,4087,18023,1,21660,21588,21660
411,2010,monograph,14573,14475,14475,5557,1268,1001,1001,903,1268,13011,13032,1441,13032,13011,9837,14465,748,1474,1033,1474,1033,1522,3717,0,1006,1006,768,768,768,768,903,903,1006,1006,1117,1327,1138,1327,1390,1392,1090,1327,1117,1327,705,4491,14465,0,709,709,613,613,240,240,613,613,241,564,613,613,14573,14573,2147,422,0,422,11983,66,12171,11983,9595,0,54,964,912,964
412,2010,other,23155,22482,22482,1694,3702,3330,3335,3256,3702,14044,14070,3225,14070,14044,3683,22481,4719,9245,3716,9245,3716,20139,1694,0,3472,3472,3114,3114,3119,3119,3256,3256,3472,3472,5923,6047,5949,6047,2629,2797,5921,6047,5923,6047,682,1786,22481,0,542,547,0,0,0,0,0,0,93,2488,0,0,23155,23155,0,231,0,231,8199,601,8722,8199,3399,0,4772,23155,4045,23155
413,2010,posted-content,2171,2166,2166,1919,250,234,236,233,250,2161,2161,519,2161,2161,1334,2166,1813,550,262,550,262,550,11,0,234,236,219,221,221,223,233,233,234,236,0,13,0,13,496,498,0,13,0,13,24,173,2166,0,9,10,550,550,262,262,550,550,262,262,550,550,2171,2171,1908,26,0,26,2166,101,2168,2166,1356,0,1804,0,0,0
414,2010,proceedings,2222,2195,2195,44,29,16,16,16,29,133,133,61,133,133,200,2194,15,51,23,51,23,54,44,0,29,29,16,16,16,16,16,16,29,29,133,133,133,133,61,61,133,133,133,133,19,33,2194,0,15,15,31,31,4,4,31,31,4,20,31,31,2222,2222,0,0,0,0,0,0,0,0,243,0,1,87,83,87
415,2010,proceedings-article,306913,306771,306589,269968,263627,246601,247362,239783,263627,296626,296626,147154,296626,296626,183019,306759,230210,260240,16247,260240,16247,287045,254911,0,224810,225060,210595,210749,211203,211367,239783,239783,224810,225060,3062,4318,3062,4318,147118,147134,3058,4318,3062,4318,24658,116915,306759,0,25167,38016,0,0,0,0,0,0,2133,14965,0,0,306913,306913,15369,42355,0,42355,293672,46,293676,293672,161796,0,215112,306913,33630,306913
416,2010,reference-book,1399,1394,1394,245,67,52,52,50,67,1347,1347,144,1347,1347,383,1392,48,1246,11,1246,11,1248,245,0,67,67,52,52,52,52,50,50,67,67,138,147,138,147,144,144,138,147,138,147,18,218,1392,0,48,48,428,428,10,10,428,428,10,11,428,428,1399,1399,3,0,0,0,1213,0,1214,1213,389,0,0,823,2,823
417,2010,reference-entry,23301,22282,22282,3720,2982,2650,2660,2556,2982,15531,15531,1709,15531,15531,3377,22280,6578,2883,459,2883,459,22001,3251,0,2817,2852,2493,2527,2503,2537,2556,2556,2817,2852,4574,4596,4574,4596,1709,1709,4574,4596,4574,4596,509,1223,22280,0,57,64,0,0,0,0,0,0,459,459,0,0,23301,23301,478,165,0,165,11935,0,11935,11935,3460,0,8103,23301,0,23301
418,2010,report,11820,11791,11791,6875,2375,2128,2130,2121,2375,10319,10348,2393,10348,10319,3986,11791,2719,1999,202,1999,202,1999,6700,0,1331,1342,1243,1253,1245,1255,2075,2075,1331,1342,170,340,199,340,2263,2280,85,340,170,340,716,2402,11791,0,2682,2682,1999,1999,202,202,1999,1999,202,202,1999,1999,11820,11820,193,1327,46,1327,10183,204,11407,10183,3547,0,108,0,0,0
419,2010,report-component,18,18,11,0,0,0,0,0,0,18,18,15,18,18,15,18,3,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,1,1,1,1,3,11,18,0,3,3,0,0,0,0,0,0,0,18,0,0,18,18,0,0,0,0,17,12,17,17,12,0,0,18,18,18
420,2010,report-series,607,606,606,442,331,303,305,294,331,544,544,135,544,544,408,606,214,601,601,601,601,606,425,0,319,319,292,292,294,294,294,294,319,319,330,339,330,339,135,135,330,339,330,339,59,301,606,0,214,214,0,0,0,0,0,0,0,156,0,0,607,607,17,19,0,19,215,0,218,215,377,0,0,607,607,607
421,2010,standard,106,106,106,0,1,0,0,0,1,2,13,1,13,2,14,106,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,13,1,1,1,0,1,2,1,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,74,0,16,0,2,0,0,0
422,2009,,37,37,0,0,0,0,0,0,0,15,15,0,15,15,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,15,0,15,15,0,0,0,0,0,0
423,2009,book,22037,21954,21952,7150,2245,1808,1815,1751,2245,17877,17948,4144,17948,17877,14844,21947,1663,18617,3942,18617,3942,18621,6068,0,2166,2173,1741,1748,1748,1755,1751,1751,2166,2173,6587,6780,6657,6780,4114,4121,6459,6780,6587,6780,1208,7819,21947,0,1538,1538,12977,12977,251,251,12977,12977,252,1772,12977,12977,22037,22037,1280,299,0,299,11373,35,12192,11373,14296,0,133,5740,4364,5740
424,2009,book-chapter,479957,477442,477347,122093,114438,100701,101088,98012,114438,356416,356680,82975,356680,356416,115923,477369,149060,383782,96821,383782,96821,396028,107410,0,105114,105223,92144,92225,92494,92575,98012,98012,105114,105223,67710,71102,67974,71102,82819,82856,67541,71102,67710,71102,17643,66105,477369,0,12586,14195,0,0,0,0,0,0,1855,51310,0,0,479957,479957,14848,12189,0,12189,292741,423,296128,292741,105492,0,156645,479957,104566,479957
425,2009,book-part,82,82,82,10,10,8,8,8,10,50,50,24,50,50,18,82,23,82,0,82,0,82,10,0,10,10,8,8,8,8,8,8,10,10,47,47,47,47,24,24,47,47,47,47,3,9,82,0,0,1,0,0,0,0,0,0,0,0,0,0,82,82,0,0,0,0,3,0,3,3,19,0,42,82,0,82
426,2009,book-section,437,402,0,0,0,0,0,0,0,7,7,2,7,7,1,402,171,402,1,402,1,402,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,4,4,4,4,0,0,402,0,0,0,0,0,0,0,0,0,1,1,0,0,437,437,0,0,0,0,3,0,3,3,1,0,195,437,0,437
427,2009,component,15602,7967,7967,274,66,32,32,32,66,5697,5839,1372,5839,5697,248,7967,40,2719,2390,2719,2390,2760,274,0,33,36,16,18,16,18,32,32,33,36,306,239,448,239,1372,1372,0,239,306,239,70,87,7967,0,40,40,2719,2719,2390,2390,2719,2719,2390,2390,2760,2760,15602,15602,0,86,0,86,7446,0,15601,7446,626,0,0,0,0,0
428,2009,dataset,47580,47529,47529,914,14147,12879,12905,12644,14147,31208,31325,4379,31325,31208,1787,47524,195,2632,88,2632,88,46090,914,0,145,145,114,114,115,115,12643,12643,145,145,145,188,262,188,1591,1592,137,188,145,188,180,351,47524,0,195,195,0,0,0,0,0,0,88,88,0,0,47580,47580,0,14004,1,14004,31071,2790,40957,31071,2174,0,3,47580,0,47580
429,2009,edited-book,365,295,251,97,19,11,11,6,19,189,189,41,189,189,162,295,15,262,17,262,17,262,68,0,16,17,9,10,9,10,6,6,16,17,73,83,73,83,41,41,73,83,73,83,16,95,295,0,13,13,259,259,15,15,259,259,15,17,259,259,365,365,48,22,0,22,197,0,197,197,207,0,7,11,9,11
430,2009,grant,1737,1430,1430,183,0,0,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2009,journal-article,2312467,2303976,2303700,1469046,1582806,1442610,1446108,1407282,1582806,2117093,2117373,1189250,2117396,2117093,1539231,2303148,1516803,2301670,2300599,2301670,2300599,2303287,1211743,520,1303116,1307477,1188055,1190799,1190964,1193727,1407277,1407277,1303116,1307477,25278,38026,25547,38029,1186062,1187305,24344,38046,25278,38026,69442,1045586,240980,1877254,156286,188066,0,0,0,0,0,0,137,1004537,0,0,2312467,2312467,273820,312763,35,312763,2102888,3436,2106391,2102888,1492843,2067557,1411384,2312467,2310976,2312467
432,2009,journal-issue,26362,26217,26217,735,253,239,240,233,253,410,410,224,410,410,5341,26206,223,26130,26129,26130,26129,26217,735,0,253,253,239,239,240,240,233,233,253,253,366,366,366,366,224,224,366,366,366,366,103,420,3070,2107,223,223,0,0,0,0,0,0,3,3632,0,0,26362,26362,0,0,0,0,44,0,45,44,5622,23234,1,26362,26297,26362
433,2009,monograph,13597,13490,13490,5073,1255,999,1002,912,1255,12398,12417,1399,12417,12398,9341,13477,711,1405,1040,1405,1040,1417,3727,0,1014,1015,778,779,780,781,912,912,1014,1015,950,1108,969,1108,1353,1358,933,1108,950,1108,727,4504,13477,0,661,662,514,514,219,219,514,514,219,530,514,514,13597,13597,1563,405,0,405,11548,62,11654,11548,9003,0,78,939,927,939
434,2009,other,14461,14342,14342,753,1548,1361,1363,1308,1548,7655,7690,1823,7690,7655,2348,14342,2424,5971,3386,5971,3386,12795,753,0,1446,1446,1264,1264,1266,1266,1308,1308,1446,1446,3165,3336,3200,3336,1293,1436,3163,3336,3165,3336,397,1175,14342,0,609,617,0,0,0,0,0,0,29,1834,0,0,14461,14461,0,102,0,102,4552,540,4965,4552,2206,0,2231,14461,3402,14461
435,2009,posted-content,1916,1916,1916,1744,276,261,261,258,276,1904,1904,471,1904,1904,1278,1916,1648,472,257,472,257,472,23,0,234,244,223,231,223,231,258,258,234,244,2,13,2,13,450,452,1,13,2,13,29,200,1916,0,18,19,472,472,257,257,472,472,257,257,472,472,1916,1916,1721,50,0,50,1902,66,1906,1902,1293,0,1632,0,0,0
436,2009,proceedings,2105,2079,2079,42,50,32,33,29,50,180,180,82,180,180,194,2079,30,54,10,54,10,59,42,0,50,50,32,32,33,33,29,29,50,50,180,180,180,180,82,82,180,180,180,180,36,54,2079,0,30,30,53,53,10,10,53,53,10,10,53,53,2105,2105,0,0,0,0,0,0,0,0,232,0,1,74,69,74
437,2009,proceedings-article,274903,274057,273940,236213,232823,217331,217868,211502,232823,264299,264299,132728,264299,264299,168394,274052,203937,231229,11056,231229,11056,258290,223979,0,198661,198862,185711,185830,186137,186264,211502,211502,198661,198862,3066,4212,3066,4212,132709,132714,3059,4212,3066,4212,22340,112312,274052,0,23038,37780,0,0,0,0,0,0,1916,10060,0,0,274903,274903,12565,39788,0,39788,262017,28,262024,262017,149089,0,189097,274903,25253,274903
438,2009,reference-book,1003,998,998,246,85,59,59,56,85,946,946,130,946,946,361,998,36,861,15,861,15,862,245,0,85,85,59,59,59,59,56,56,85,85,136,144,136,144,130,130,135,144,136,144,21,223,998,0,36,36,419,419,15,15,419,419,15,15,419,419,1003,1003,2,0,0,0,812,0,813,812,364,0,1,448,1,448
439,2009,reference-entry,33230,32654,32654,2812,2060,1814,1821,1766,2060,24339,24339,1151,24339,24339,2521,32649,4516,2134,431,2134,431,32465,2598,0,1544,1575,1401,1431,1405,1435,1766,1766,1544,1575,6375,6386,6375,6386,1151,1151,6375,6386,6375,6386,284,722,32649,0,62,63,0,0,0,0,0,0,353,431,0,0,33230,33230,215,516,0,516,18490,0,18490,18490,3188,0,6069,33230,78,33230
440,2009,report,10663,10648,10648,7026,2140,1993,1994,1976,2140,9929,9962,2247,9962,9929,3815,10646,2793,1894,186,1894,186,1894,6861,0,1258,1270,1172,1183,1173,1184,1955,1955,1258,1270,197,261,230,261,2086,2105,68,261,197,261,755,2328,10646,0,2760,2760,1894,1894,186,186,1894,1894,186,186,1894,1894,10663,10663,178,1133,22,1133,9758,185,10280,9758,3298,0,107,0,0,0
441,2009,report-component,6,6,4,0,0,0,0,0,0,6,6,4,6,6,4,6,3,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,6,0,3,3,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,6,2,6,6,4,0,0,6,6,6
442,2009,report-series,587,587,587,417,301,283,284,274,301,523,523,122,523,523,413,587,232,582,582,582,582,587,403,0,301,301,283,283,284,284,274,274,301,301,318,322,318,322,122,122,318,322,318,322,69,285,587,0,232,232,0,0,0,0,0,0,0,160,0,0,587,587,14,0,0,0,205,0,208,205,360,0,0,587,587,587
443,2009,standard,121,121,121,0,0,0,0,0,0,1,11,0,11,1,9,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,0,1,1,1,1,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,108,0,12,0,2,0,0,0
444,2008,,60,60,0,0,1,1,1,1,1,39,39,0,39,39,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,1,39,0,39,39,5,0,0,0,0,0
445,2008,book,18381,18270,18270,6199,1978,1554,1563,1516,1978,13432,13500,3471,13500,13432,12409,18262,1582,15756,3474,15756,3474,15791,5369,0,1885,1888,1488,1491,1497,1500,1516,1516,1885,1888,5877,6039,5945,6039,3454,3455,5744,6039,5877,6039,1034,6725,18262,0,1436,1436,11241,11241,181,181,11241,11241,198,1734,11241,11241,18381,18381,989,339,0,339,7639,20,8494,7639,11981,0,152,4674,3848,4674
446,2008,book-chapter,389012,387720,387692,81344,69311,60698,60913,59097,69311,274940,275170,54232,275170,274940,83361,387672,108893,316442,74528,316442,74528,325530,67492,0,63100,63167,54989,55039,55179,55229,59097,59097,63100,63167,50509,54279,50739,54279,54141,54179,50343,54279,50509,54279,13236,46555,387672,0,7542,9240,0,0,0,0,0,0,1711,49353,0,0,389012,389012,14076,8780,0,8780,228332,276,231622,228332,76483,0,122486,389012,79709,389012
447,2008,book-part,84,84,84,2,0,0,0,0,0,19,19,6,19,19,6,84,2,83,0,83,0,83,2,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,6,6,14,14,14,14,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,5,0,5,5,8,0,9,84,0,84
448,2008,book-section,709,697,0,0,0,0,0,0,0,10,10,0,10,10,23,697,433,691,0,691,0,697,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,2,2,1,1,697,0,0,0,0,0,0,0,0,0,0,0,0,0,709,709,0,0,0,0,8,0,8,8,23,0,489,709,0,709
449,2008,component,12228,7033,7031,133,63,45,45,45,63,5323,5393,1506,5393,5323,218,7033,41,2064,1788,2064,1788,2119,133,0,21,27,21,22,21,22,45,45,21,27,221,243,291,243,1506,1506,0,243,221,243,63,84,7033,0,41,41,2064,2064,1788,1788,2064,2064,1788,1788,2119,2119,12228,12228,0,78,0,78,7011,1,12225,7011,494,0,0,0,0,0
450,2008,database,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
451,2008,dataset,52596,52546,52546,1093,14510,12588,12609,12357,14510,31465,31517,4997,31517,31465,2407,52538,272,3924,92,3924,92,50999,1093,0,263,263,228,228,229,229,12357,12357,263,263,217,225,269,225,1916,1916,179,225,217,225,190,376,52538,0,272,272,0,0,0,0,0,0,92,92,0,0,52596,52596,0,14280,0,14280,31275,3101,43813,31275,2837,0,642,52596,0,52596
452,2008,edited-book,342,282,218,90,11,10,10,8,11,170,170,27,170,170,157,282,16,255,5,255,5,255,67,0,11,11,10,10,10,10,8,8,11,11,82,89,82,89,27,27,82,89,82,89,14,83,282,0,12,12,255,255,5,5,255,255,5,5,255,255,342,342,34,14,0,14,155,1,155,155,192,0,4,8,6,8
453,2008,grant,1404,1136,1136,118,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,2008,journal-article,2116280,2110087,2109896,1344883,1441725,1314224,1317639,1281719,1441725,1948292,1948576,1084062,1948631,1948292,1417339,2109282,1381192,2107889,2106805,2107889,2106805,2109530,1114859,440,1180705,1184624,1077442,1080078,1080302,1082962,1281711,1281711,1180705,1184624,22916,33808,23181,33811,1081326,1082354,22153,33860,22916,33808,61304,987077,210050,1726389,140263,173843,0,0,0,0,0,0,108,959659,0,0,2116280,2116280,242848,290610,10,290610,1933535,2927,1936239,1933535,1377672,1902482,1286597,2116280,2114853,2116280
455,2008,journal-issue,23869,23733,23733,662,219,203,204,200,219,358,358,201,358,358,3770,23728,195,23649,23649,23649,23649,23732,662,0,219,219,203,203,204,204,200,200,219,219,321,321,321,321,201,201,321,321,321,321,90,337,2514,1867,194,194,0,0,0,0,0,0,3,4680,0,0,23869,23869,0,0,0,0,37,0,39,37,3985,21300,2,23869,23812,23869
456,2008,monograph,10757,10696,10696,3872,983,790,791,724,983,9720,9734,1145,9734,9720,7530,10691,558,1129,897,1129,897,1139,3065,0,769,769,602,602,603,603,724,724,769,769,808,889,821,889,1101,1102,792,889,808,889,511,3651,10691,0,525,525,323,323,149,149,323,323,149,382,323,323,10757,10757,971,378,0,378,8982,57,9091,8982,7312,0,43,851,844,851
457,2008,other,13007,12376,12376,848,1381,1236,1241,1207,1381,6504,6518,1830,6518,6504,2273,12374,2273,5599,3076,5599,3076,11277,848,0,1341,1341,1198,1198,1203,1203,1207,1207,1341,1341,1755,1855,1769,1856,1264,1438,1755,1856,1755,1855,377,1201,12374,0,699,702,0,0,0,0,0,0,34,1807,0,0,13007,13007,0,40,0,40,4778,574,4961,4778,2128,0,1913,13007,3614,13007
458,2008,peer-review,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
459,2008,posted-content,1349,1347,1347,1068,182,166,166,164,182,1333,1333,256,1333,1333,797,1347,979,338,141,338,141,338,19,0,169,173,153,157,153,157,164,164,169,173,3,4,3,5,235,235,0,5,3,4,12,129,1347,0,13,13,338,338,141,141,338,338,141,141,338,338,1349,1349,1049,19,0,19,1332,79,1337,1332,820,0,967,0,0,0
460,2008,proceedings,1612,1585,1585,53,40,24,24,23,40,157,157,69,157,157,209,1585,26,76,37,76,37,79,53,0,40,40,24,24,24,24,23,23,40,40,157,157,157,157,69,69,157,157,157,157,41,62,1585,0,26,26,49,49,10,10,49,49,10,18,49,49,1612,1612,0,0,0,0,0,0,0,0,218,0,1,59,55,59
461,2008,proceedings-article,245022,244878,244786,215718,204961,188930,189447,183487,204961,235822,235822,117605,235822,235822,157037,244873,182231,207557,23773,207557,23773,231463,203254,0,173819,174044,160285,160444,160704,160868,183487,183487,173819,174044,2882,4236,2882,4236,117593,117597,2879,4236,2882,4236,23197,109871,244873,0,22529,35752,0,0,0,0,0,0,1524,18847,0,0,245022,245022,12635,36937,0,36937,233052,16,233055,233052,136418,0,167855,245022,37337,245022
